Molecule Name,MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 (uM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM)
ASAP-0000576,,4.3
ASAP-0000576,,4.3
ASAP-0000576,,4.3
ASAP-0000576,,4.3
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000575,,4.32
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000574,,4.46
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000573,87.979,4.32
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000544,,3.94
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000543,,3.58
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000542,70.31,4.74
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000541,8.077,5.81
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000540,,
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000539,,4.34
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000538,,5.23
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000537,,4.19
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000536,,4.43
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000535,,4.76
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000534,,4.2
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000533,,4.31
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000532,,
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000531,,4.44
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000530,,4.33
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000529,,4.34
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000528,8.58,5.8
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000527,,4.36
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000526,6.192,5.98
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000525,,4.36
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000524,,3.85
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000523,18.271,5.36
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000522,,4.87
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000521,,4.72
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000520,,4.39
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000519,,4.58
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000518,,4.02
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000517,,5.08
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000516,,4.26
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000515,,4.25
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000514,,5.21
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000492,70.88,4.25
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000485,,4.31
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000484,,4.54
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000483,,3.87
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
ASAP-0000447,97.469,4.85
